excelRow,status,qid,subject,topic,subtopic,selectedCode,selectedPath,confidence,source,score,margin,note
"1075","presentation_questions_batch_013_D1_mode_order_witnesses::r13::Q12","19725","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1076","presentation_questions_batch_013_D1_mode_order_witnesses::r10::Q09","18115","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","12","Matched from QBank metadata using explicit legal phrase rule."
"1077","presentation_questions_batch_013_D1_mode_order_witnesses::r7::Q06","18362","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","12","Matched from QBank metadata using explicit legal phrase rule."
"1078","presentation_questions_batch_013_D1_mode_order_witnesses::r5::Q04","18548","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1079","presentation_questions_batch_013_D1_mode_order_witnesses::r14::Q13","18846","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1080","presentation_questions_batch_013_D1_mode_order_witnesses::r9::Q08","19401","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","12","Matched from QBank metadata using explicit legal phrase rule."
"1081","presentation_questions_batch_013_D1_mode_order_witnesses::r3::Q02","20319","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1082","presentation_questions_batch_013_D1_mode_order_witnesses::r11::Q10","18386","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","17","Matched from QBank metadata using explicit legal phrase rule."
"1083","presentation_questions_batch_013_D1_mode_order_witnesses::r6::Q05","21468","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1084","presentation_questions_batch_013_D1_mode_order_witnesses::r12::Q11","17181","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1085","presentation_questions_batch_013_D1_mode_order_witnesses::r15::Q14","17546","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","41","16","Matched from QBank metadata using explicit legal phrase rule."
"1086","presentation_questions_batch_013_D1_mode_order_witnesses::r4::Q03","17555","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1087","presentation_questions_batch_013_D1_mode_order_witnesses::r8::Q07","18951","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","41","12","Matched from QBank metadata using explicit legal phrase rule."
"1088","presentation_questions_batch_026_mixed_presentation_review::r14::Q13","20119","Evidence","Mode and order of witnesses","D1","31010401","Presentation of Evidence > Witnesses > Mode and order of witnesses","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1089","presentation_questions_batch_014_D2_form_scope_examination::r3::Q02","17414","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1090","presentation_questions_batch_014_D2_form_scope_examination::r2::Q01","19108","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","41","19","Matched from QBank metadata using explicit legal phrase rule."
"1091","presentation_questions_batch_014_D2_form_scope_examination::r14::Q13","20088","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1092","presentation_questions_batch_014_D2_form_scope_examination::r13::Q12","21393","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1093","presentation_questions_batch_014_D2_form_scope_examination::r7::Q06","21564","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","17","Matched from QBank metadata using explicit legal phrase rule."
"1094","presentation_questions_batch_014_D2_form_scope_examination::r15::Q14","17093","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1095","presentation_questions_batch_014_D2_form_scope_examination::r5::Q04","17296","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1096","presentation_questions_batch_014_D2_form_scope_examination::r18::Q17","17316","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","17","Matched from QBank metadata using explicit legal phrase rule."
"1097","presentation_questions_batch_014_D2_form_scope_examination::r16::Q15","18083","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1098","presentation_questions_batch_014_D2_form_scope_examination::r10::Q09","19773","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1099","presentation_questions_batch_014_D2_form_scope_examination::r4::Q03","20157","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","22","Matched from QBank metadata using explicit legal phrase rule."
"1100","presentation_questions_batch_014_D2_form_scope_examination::r8::Q07","20849","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","41","19","Matched from QBank metadata using explicit legal phrase rule."
"1101","presentation_questions_batch_026_mixed_presentation_review::r15::Q14","20951","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1102","presentation_questions_batch_014_D2_form_scope_examination::r6::Q05","21614","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","17","Matched from QBank metadata using explicit legal phrase rule."
"1103","presentation_questions_batch_014_D2_form_scope_examination::r19::Q18","18632","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1104","presentation_questions_batch_014_D2_form_scope_examination::r12::Q11","21586","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1105","presentation_questions_batch_014_D2_form_scope_examination::r17::Q16","17941","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","16","Matched from QBank metadata using explicit legal phrase rule."
"1106","presentation_questions_batch_014_D2_form_scope_examination::r9::Q08","18869","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","14","Matched from QBank metadata using explicit legal phrase rule."
"1107","presentation_questions_batch_014_D2_form_scope_examination::r11::Q10","20295","Evidence","Form and scope of examination","D2","31010402","Presentation of Evidence > Witnesses > Form and scope of examination","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1108","presentation_questions_batch_015_D3_lay_opinion::r12::Q11","17247","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","49","17","Matched from QBank metadata using explicit legal phrase rule."
"1109","presentation_questions_batch_015_D3_lay_opinion::r9::Q08","17978","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1110","presentation_questions_batch_015_D3_lay_opinion::r2::Q01","18252","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","41","19","Matched from QBank metadata using explicit legal phrase rule."
"1111","presentation_questions_batch_026_mixed_presentation_review::r16::Q15","18836","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1112","presentation_questions_batch_015_D3_lay_opinion::r3::Q02","19305","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1113","presentation_questions_batch_015_D3_lay_opinion::r11::Q10","21536","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","49","19","Matched from QBank metadata using explicit legal phrase rule."
"1114","presentation_questions_batch_015_D3_lay_opinion::r7::Q06","18883","Evidence","Lay opinion testimony","D3","31010403","Presentation of Evidence > Witnesses > Lay opinion testimony","high","phrase_rule","49","17","Matched from QBank metadata using explicit legal phrase rule."
